19431 	 PROCESS-05	05	02-6-2017 08:02:10	206	2.3	4457
19537 	 PROCESS-05	05	02-6-2017 08:02:58	212	2.5	4665
19743 	 PROCESS-05	05	02-6-2017 08:04:43	102	1.3	4742
19872 	 PROCESS-05	05	02-6-2017 08:06:17	214	2.4	4586
19979 	 PROCESS-05	05	02-6-2017 08:07:04	264	2.1	4648
20083 	 PROCESS-05	05	02-6-2017 08:07:51	199	2.3	4483
20216 	 PROCESS-05	05	02-6-2017 08:09:32	254	2.6	4485
20628 	 PROCESS-05	05	02-6-2017 08:14:14	238	2.4	4650
20738 	 PROCESS-05	05	02-6-2017 08:15:29	205	2.4	4616
20847 	 PROCESS-05	05	02-6-2017 08:16:32	260	2.6	4507
