"","time","month","Mslp","P5_f","P5_u","P5_v","P5_z","P5th","P5zh","P8_f","P8_u","P8_v","P8_z","P8th","P8zh","P500","P850","P_f","P_u","P_v","P_z","P_th","P_zh","R500","R850","Rhum","Shum","Temp","rainfall","clazz"
"1758","1973-08-10",8,-0.84,-0.89,-1.511,-0.331,0.619,270.93,0.299,0.941,-1.89,-0.882,0.557,250.21,0.552,0.528,-0.579,-0.331,-0.237,-0.002,0.329,268.32,0.313,0.225,-0.941,-0.443,1.026,1.097,0,-1
"1759","1973-08-11",8,-1.132,-0.89,-1.396,-1.496,0.796,229.15,1.204,1.023,-1.258,-1.989,0.092,215.61,1.394,0.324,-1.067,-0.352,0.148,-0.997,-0.061,224.58,0.913,0.065,-0.459,-0.305,1.026,1.109,0.089,1
"1760","1973-08-12",8,-1.092,-0.749,-1.373,-2.04,-0.129,212.86,1.656,1.35,-1.194,-2.358,-0.321,208.22,1.815,0.509,-0.899,0.07,0.144,-1.543,-0.377,210.49,1.273,0.047,-0.468,0.18,1.196,1.131,20.691,1
"1761","1973-08-13",8,-1.151,-0.411,-1.213,-3.282,-0.394,189.55,3.013,2.086,-1.321,-3.022,-1.045,204.37,2.657,0.441,-0.991,0.365,-0.024,-1.748,-0.353,212.62,1.692,0.366,-0.494,0.319,1.121,1.128,8.135,1
"1762","1973-08-14",8,-1.502,0.041,-0.824,-4.524,-0.35,170.23,4.37,2.577,-0.31,-3.76,-0.942,183.21,3.499,0.1,-1.617,0.66,0.765,-2.365,-0.921,183.23,2.172,0.077,-0.777,-0.374,1.116,1.195,0.054,1
"1763","1973-08-15",8,-1.928,0.182,-0.114,-3.748,0.443,138.45,3.466,3.969,2.597,-3.76,0.299,138.51,3.499,-0.241,-2.35,1.651,2.494,-2.437,-1.089,141.09,2.802,0.484,-0.554,-1.044,1.205,1.322,0.092,1
"1764","1973-08-16",8,-1.772,-0.778,-0.435,-0.409,-0.217,93.32,0.752,1.35,1.965,0.152,-0.89,84.4,0.131,-0.007,-1.968,-0.225,1.919,0.442,-1.15,75.86,0.073,0.473,-0.347,-0.79,1.289,1.309,13.988,1
"1765","1973-08-17",8,-1.44,-1.173,-1.305,-0.176,0.707,277.42,0.299,-0.368,-0.815,0.373,0.66,308.16,-0.29,0.363,-1.48,-1.058,0.411,0.463,0.319,309.05,-0.377,0.627,0.159,-0.397,1.069,1.192,14.064,1
"1766","1973-08-18",8,-1.387,-0.806,-1.602,-0.176,0.619,273.05,0.299,0.204,-1.447,-0.144,1.487,268.26,0.131,0.528,-1.419,-0.25,-0.268,0.09,0.9,269.95,-0.047,1.052,0.375,0.019,1.217,1.095,0.441,1
"1767","1973-08-19",8,-1.522,-0.072,-2.152,0.29,1.72,279.05,-0.153,2.659,-3.09,1.259,2.417,291.1,-1.132,0.304,-1.663,1.672,-1.582,1.147,1.606,287.91,-0.797,0.573,0.314,0.873,1.34,1.164,41.871,1
"1768","1973-08-20",8,-1.352,0.126,-2.198,1.843,0.972,298.47,-1.51,4.296,-3.849,2.735,1.384,304.11,-2.817,0.567,-1.342,2.887,-2.054,2.637,1.3,303.77,-2.117,-0.053,-0.158,0.434,1.294,1.183,23.795,1
"1769","1973-08-21",8,-1.093,0.069,-2.289,0.523,0.179,281.38,-0.605,3.068,-3.154,1.997,0.35,301.23,-1.975,0.752,-0.884,2.129,-1.593,2.203,0.685,303.6,-1.847,-1.069,0.125,0.527,1.259,1.126,1.161,1
"1770","1973-08-22",8,-0.878,-0.495,-1.854,-0.176,0.84,273.66,-0.153,2.823,-3.027,1.775,-0.063,300.2,-1.975,0.626,-0.701,1.529,-1.247,1.815,-0.585,302.71,-1.817,-0.833,-0.236,-0.282,1.085,1.16,0,-1
"1771","1973-08-23",8,-0.968,-0.975,-1.465,-0.021,1.104,284.68,-0.153,1.186,-1.953,0.963,0.402,297.51,-1.132,0.704,-0.686,0.762,-0.732,1.458,0.739,304.2,-1.067,0.432,-0.734,-0.189,1.181,1.151,0.016,1
"1772","1973-08-24",8,-0.951,-1.399,-1.007,-0.098,0.752,170.54,0.299,-0.205,-0.942,0.447,0.867,304.25,-0.711,0.811,-0.64,-0.479,-0.081,0.412,1.132,285.38,-0.467,1.052,0.323,0.665,1.21,1.042,6.59,1
"1773","1973-08-25",8,-1.122,-1.257,-1.053,0.29,1.324,169.97,-0.153,-0.614,-0.752,-0.07,2.004,273.2,-0.29,0.674,-0.869,-0.575,0.06,-0.104,2.561,262.46,-0.047,1.661,0.684,0.873,1.155,1.006,6.955,1
"1774","1973-08-26",8,-1.095,-0.947,-1.282,0.911,1.853,325.53,-1.058,0.45,-0.31,1.48,2.727,352.72,-1.553,0.762,-0.777,-0.321,0.605,1.397,3.512,334.39,-1.307,1.649,0.675,0.734,1.268,1.14,17.672,1
"1775","1973-08-27",8,-0.524,-0.919,-1.236,1.066,0.267,333.32,-1.058,1.023,-0.373,2.07,0.609,175.4,-1.975,1.113,-0.014,0.253,0.803,2.025,0.134,180.52,-2.027,0.668,-0.098,0.388,1.169,1.099,5.715,1
"1776","1973-08-28",8,-0.221,-1.06,-1.373,-0.021,0.179,284.25,-0.153,0.041,-0.689,1.037,-0.425,332.33,-1.132,1.2,0.536,-0.601,0.605,1.152,0.114,346.58,-1.307,-0.336,-0.622,0.18,0.999,1.054,0.06,1
"1777","1973-08-29",8,-0.118,-0.862,-1.511,0.212,1.06,286.82,-0.153,-0.205,-0.879,0.521,-0.27,307.14,-0.711,1.171,0.643,-0.997,0.487,0.626,-0.078,324.82,-0.737,0.425,-0.03,-0.259,0.928,1.031,0.023,1
"1778","1973-08-30",8,-0.206,-0.721,-1.442,1.299,0.752,319.93,-1.058,-0.205,-0.879,0.521,0.247,308.63,-0.29,1.132,0.475,-1.053,0.353,0.35,0.416,296.89,-0.407,0.437,0.22,0.019,0.876,1.001,9.849,1
"1779","1973-08-31",8,-0.291,-0.919,-1.259,1.144,-0.085,332.08,-1.058,-0.45,-0.373,0.668,0.299,343.38,-0.711,1.22,0.398,-1.231,0.803,0.544,0.349,184.96,-0.737,-0.272,-0.116,0.203,1.014,1.105,0.218,1
"1780","1973-09-01",9,-0.206,-0.975,-1.213,0.989,-0.79,332.57,-1.058,-0.368,-0.247,0.816,-0.631,172.87,-0.711,1.21,0.566,-0.952,0.841,0.835,-0.205,183.94,-0.887,-0.154,-0.416,-0.651,0.96,1.159,2.487,1
"1781","1973-09-02",9,-0.072,-1.088,-1.236,0.6,-0.658,322.97,-1.058,-0.041,-0.626,0.963,-1.097,336.35,-1.132,1.347,0.795,-0.692,0.929,1.091,-0.215,8.89,-1.187,0.071,-0.468,-0.282,0.996,1.053,13.874,1
"1782","1973-09-03",9,0.03,-1.37,-1.053,0.057,-1.186,188.9,-0.153,-0.205,-0.436,0.89,-0.993,342.97,-1.132,1.463,0.979,-1.048,0.837,0.743,-0.4,182.5,-1.037,0.154,-0.708,-0.305,1.095,1.16,0.404,1
"1783","1973-09-04",9,-0.214,-1.342,-1.121,-0.176,-1.054,264.48,-0.153,-0.532,0.006,0.668,-0.942,17.18,-0.711,1.327,0.673,-0.896,1.066,0.8,0.353,27.87,-1.007,0.449,-0.528,-0.12,1.2,1.181,1.213,1
"1784","1973-09-05",9,-0.208,-1.37,-1.03,-0.642,-0.35,188.91,0.299,-0.368,0.512,0.299,-1.2,60.46,-0.29,1.23,0.673,-0.764,1.386,0.657,-0.225,51.99,-0.677,0.698,-0.58,-0.12,1.161,1.226,0.186,1
"1785","1973-09-06",9,-0.307,-1.37,-0.938,-0.564,-0.482,126.56,0.752,-0.532,0.449,0.004,-0.89,81.23,0.131,1.045,0.429,-1.257,1.172,0.187,-0.067,75.51,-0.107,1.028,-0.081,-0.951,1.021,1.203,9.434,1
"1786","1973-09-07",9,-0.413,-1.144,-0.755,-0.487,-0.217,99.16,0.752,-0.45,0.512,-0.144,-0.011,89.15,0.131,0.908,0.124,-1.358,1.1,0.156,-0.084,73.27,-0.197,1.661,0.005,0.042,0.94,1.048,0.101,1
"1787","1973-09-08",9,-0.673,-1.003,-0.618,-0.564,-0.217,98.25,0.299,0.123,1.017,-0.144,0.092,89.92,0.131,0.889,-0.151,-0.804,1.512,0.131,0.037,84.14,-0.227,1.413,-0.184,-0.189,1.171,1.204,0,-1
"1788","1973-09-09",9,-0.681,-0.749,-0.412,-0.564,-0.35,95.57,0.299,0.041,0.891,0.152,-0.528,77.81,0.131,0.889,-0.121,-1.14,1.214,0.33,0.44,65.05,-0.017,0.733,-0.279,0.065,1.075,1.12,0.01,1
"1789","1973-09-10",9,-0.2,-1.229,-0.801,-0.098,-0.57,75.23,0.299,-1.023,-0.373,0.152,-0.528,324.64,-0.29,1.249,0.521,-0.83,0.163,0.299,0.262,286.66,-0.137,0.13,0.271,-0.028,0.903,1.036,24.762,1
"1790","1973-09-11",9,-0.222,-1.286,-0.847,-0.021,-1.539,64.32,-0.153,-0.614,-0.436,0.521,-0.373,336.02,-0.711,1.259,0.444,-0.662,0.117,0.585,0.47,298.96,-0.557,0.408,0.065,-0.42,0.993,1.138,27.696,1
"1791","1973-09-12",9,-0.511,-1.286,-0.87,0.057,-1.274,52.18,-0.153,-0.614,0.196,0.447,0.04,37.29,-0.711,1.22,0.124,-1.048,0.753,0.743,0.527,351.39,-0.677,0.249,-0.287,0.111,1.151,1.161,25.615,1
"1792","1973-09-13",9,-0.371,-1.286,-0.87,0.057,-0.922,55.08,-0.153,-1.187,-0.057,0.004,-0.063,47.92,0.131,1.239,0.292,-0.977,0.319,0.156,1.237,286.14,0.013,0.526,0.589,0.088,0.972,0.966,16.819,1
"1793","1973-09-14",9,-0.216,-1.455,-1.007,-0.409,-0.746,198.17,0.299,-1.105,-0.373,0.078,-0.011,317.25,-0.29,1.23,0.46,-0.942,0.251,0.136,0.89,283.02,-0.107,1.082,0.787,1.104,0.968,0.881,2.145,1
"1794","1973-09-15",9,-0.181,-1.37,-1.121,-0.176,-0.746,298.27,0.299,-1.269,-0.31,-0.144,-0.321,270,0.131,1.347,0.628,-1.094,0.369,0.218,0.48,285.67,-0.167,0.467,0.546,0.711,1.049,1.014,4.143,1
"1795","1973-09-16",9,-0.254,-1.399,-1.053,-0.098,-0.746,336.02,-0.153,-0.696,-0.626,0.299,0.144,310.39,-0.29,1.424,0.536,-0.86,0.315,0.58,0.692,305.45,-0.467,0.384,0.134,0.226,1.194,1.142,3.389,1
"1796","1973-09-17",9,-0.245,-1.286,-0.87,-0.021,-1.142,62.61,-0.153,-0.45,0.322,0.521,0.195,39.37,-0.29,1.58,0.597,-1.033,0.986,0.723,0.114,19.45,-0.587,0.089,-0.468,0.665,1.36,1.145,5.293,1
"1797","1973-09-18",9,-0.155,-1.286,-1.03,0.29,-0.922,179.19,-0.605,-1.023,0.006,0.152,-0.735,35.16,-0.29,1.473,0.795,-1.333,0.792,0.458,0.181,351.76,-0.257,-0.118,-0.846,0.388,1.151,1.07,21.102,1
"1798","1973-09-19",9,-0.055,-1.032,-0.801,0.756,-0.129,36.21,-1.058,-0.859,-0.183,0.373,0.144,31.14,-0.29,1.239,0.795,-1.008,0.407,0.391,0.793,301,-0.107,0.142,-0.588,0.434,1.024,1.053,7.37,1
"1799","1973-09-20",9,-0.027,-0.778,-0.549,0.833,-0.57,52.57,-0.605,-0.941,-0.31,0.299,0.919,330.5,0.131,1.142,0.689,-0.814,0.201,0.09,1.028,281.4,0.163,0.644,-0.261,0.273,0.84,0.912,4.235,1
"1800","1973-09-21",9,-0.171,-0.693,-0.366,0.057,-0.57,80.33,-0.153,-1.187,-0.31,-0.291,0.35,231.65,0.552,0.713,0.368,-0.53,0.011,-0.517,0.857,244.38,0.583,1.153,0.22,0.734,0.749,0.762,0,-1
"1801","1973-09-22",9,-0.179,-0.524,-0.274,0.523,0.003,71.56,-0.605,-0.532,-0.879,-0.291,0.557,262.86,0.131,0.509,0.292,-0.199,-0.283,-0.405,0.82,253.97,0.463,1.826,-0.674,0.065,0.661,0.778,0,-1
"1802","1973-09-23",9,0.071,-0.665,-0.389,0.445,-0.173,70.43,-0.153,-0.287,-1.068,0.078,0.04,282.99,-0.29,0.918,0.75,0.05,-0.523,0.141,0.82,273.81,-0.137,1.779,-0.219,0.203,0.671,0.768,0,-1
"1803","1973-09-24",9,0.091,-1.314,-0.938,0.057,0.487,39.62,0.299,-0.368,-0.879,0.299,0.557,299.03,-0.29,1.327,0.902,-0.316,-0.233,0.013,1.227,270.34,-0.107,0.786,0.83,0.55,0.885,0.828,0,-1
"1804","1973-09-25",9,-0.174,-1.257,-1.053,-0.953,0.707,187.74,0.752,-1.269,-0.183,-0.217,0.815,106.81,0.131,0.821,0.383,-0.942,0.285,-0.226,0.81,254.67,0.043,0.03,0.675,0.342,0.592,0.765,0,-1
"1805","1973-09-26",9,-0.253,-1.003,-0.641,-0.953,0.84,115.08,0.752,-0.532,-0.12,-0.882,0.815,171.38,0.973,0.431,0.063,-0.326,0.072,-0.951,0.648,223.3,0.913,-0.868,0.804,0.134,0.625,0.622,1.692,1
"1806","1973-09-27",9,0.038,-0.749,-0.412,-0.409,-0.085,92.44,0.752,-0.778,-0.183,-0.734,0.764,180.46,0.552,0.596,0.292,0.096,-0.279,-1.074,0.349,232.76,0.883,-0.195,0.692,0.619,0.457,0.524,0,-1
"1807","1973-09-28",9,0.208,-1.144,-0.732,-0.642,-0.173,106.03,0.752,-0.941,-0.183,-0.586,0.247,181.45,0.552,1.2,0.765,-0.54,-0.016,-0.42,-0.034,247.12,0.373,0.083,-0.03,-0.235,0.461,0.655,0,-1
"1808","1973-09-29",9,0.156,-1.342,-0.892,-0.409,-0.35,94.89,0.299,-1.269,-0.183,-0.217,-0.218,90,0.131,1.405,0.918,-1.191,0.426,-0.135,-0.239,250.45,0.193,0.195,-0.777,-0.559,0.481,0.753,0,-1
"1809","1973-09-30",9,-0.076,-1.173,-0.755,-0.487,-1.01,98.33,0.299,-1.187,0.006,-0.217,-0.27,113.91,0.131,1.191,0.582,-0.789,0.117,-0.16,0.638,257.97,0.313,0.018,0.134,0.365,0.726,0.715,0,-1
"1810","1973-10-01",10,-0.046,-1.399,-0.961,-0.564,-0.394,138.5,0.752,-0.614,-0.815,-0.217,-0.218,263.78,0.131,1.064,0.536,0.05,-0.523,-0.094,0.48,265.73,0.193,0.467,1.087,0.365,0.768,0.77,0,-1
"1811","1973-10-02",10,-0.031,-1.342,-1.121,-0.72,-0.217,219.07,0.752,-0.778,-0.689,-0.217,-0.425,262.15,0.131,1.278,0.643,-0.265,-0.287,0.126,0.265,273.01,-0.107,0.042,0.83,0.55,0.901,0.817,0,-1
"1812","1973-10-03",10,0.06,-1.003,-1.419,-0.72,-0.173,253.01,0.752,-0.287,-1.068,-0.07,-0.476,274.48,0.131,1.483,0.872,-0.337,-0.218,0.31,-0.162,280.8,-0.137,-1.181,0.048,0.157,0.965,0.908,0,-1
"1813","1973-10-04",10,0.026,-0.89,-1.465,-1.186,0.047,240.54,1.204,0.286,-1.51,-0.217,0.144,267.19,0.131,1.317,0.734,-0.27,-0.287,-0.002,0.033,268.16,0.043,-0.844,-0.364,0.711,0.914,0.804,0,-1
"1814","1973-10-05",10,-0.051,-0.862,-1.557,-0.176,0.003,275.21,0.299,0.45,-1.637,-0.217,0.299,268.69,0.552,1.152,0.582,0.014,-0.492,-0.068,-0.111,266.34,0.313,-0.91,0.177,0.527,0.916,0.824,0.724,1
"1815","1973-10-06",10,-0.209,-0.834,-1.534,0.29,-1.362,289.38,-0.153,1.759,-2.648,-0.07,-0.683,270.77,0.552,1.152,0.292,1.117,-1.319,-0.175,-0.541,265.66,0.523,-0.502,0.451,0.365,0.845,0.802,8.476,1
"1816","1973-10-07",10,-0.485,-0.834,-1.557,0.057,-1.847,282.56,-0.605,2.987,-3.533,0.373,-1.355,277.98,-0.29,0.947,-0.121,2.266,-2.18,0.095,0.111,271.17,0.043,-0.714,0.331,0.065,0.793,0.751,56.254,2
"1817","1973-10-08",10,-0.7,-0.495,-1.808,0.678,-1.362,292.49,-1.058,3.478,-3.659,1.48,0.04,292.65,-1.553,0.567,-0.67,2.81,-2.511,0.897,-0.104,282.37,-1.307,-0.39,1.036,0.18,0.848,0.722,91.583,2
"1818","1973-10-09",10,-0.922,0.013,-1.831,2.774,0.663,318.83,-2.867,3.969,-3.28,3.03,1.177,312.09,-3.238,0.187,-0.945,2.399,-1.692,2.428,0.504,307.26,-2.627,1.838,1.354,0.804,0.888,0.701,48.746,1
"1819","1973-10-10",10,-0.845,-0.326,-1.19,2.93,-0.129,351.18,-2.867,2.25,-1.7,2.661,0.867,328.05,-2.396,0.674,-0.579,1.056,-0.458,2.275,0.665,322.29,-1.727,1.531,0.503,-0.166,1.102,0.968,9.829,1
"1820","1973-10-11",10,-0.553,-0.947,-1.099,1.144,-1.142,348.23,-1.058,0.45,-1.321,0.89,0.299,306.49,-0.711,1.366,0.032,-0.179,-0.214,0.723,0.645,294.88,-0.647,0.721,0.142,1.035,1.203,0.931,0,-1
"1821","1973-10-12",10,-0.54,-1.399,-1.053,-0.564,-1.01,208.88,0.299,0.614,-1.763,0.225,0.04,280.92,-0.29,1.376,0.063,0.014,-0.435,0.544,0.437,286.55,-0.377,0.709,-0.013,0.85,1.191,0.889,0,-1
"1822","1973-10-13",10,-0.341,-0.975,-0.641,-1.108,-0.79,120.94,0.752,-0.041,-1.005,-0.882,0.402,229.98,0.973,0.84,-0.105,1.173,-1.167,-1.176,0.346,244.91,1.393,-0.053,1.148,1.704,0.503,0.378,0.396,1
"1823","1973-10-14",10,0.373,-0.608,-0.297,-0.72,-1.274,99.35,0.752,0.204,-1.194,-0.956,-0.321,235.1,1.394,0.645,0.307,1.809,-1.685,-1.161,-1.046,249.87,1.273,0.236,0.375,0.065,-0.238,-0.033,0,-1
"1824","1973-10-15",10,0.429,-0.693,-0.366,-0.564,-1.583,95.08,0.752,1.105,-2.079,-0.513,-0.787,261.21,0.552,0.772,0.566,1.809,-1.807,-0.563,-0.716,260.2,0.643,0.219,0.581,-0.282,0.099,0.269,0,-1
"1825","1973-10-16",10,0.132,-0.665,-0.343,-0.72,-2.287,98.73,0.299,0.45,-1.637,-0.07,-0.321,273.31,-0.29,0.918,0.612,1.458,-1.57,0.049,1.058,270.71,-0.077,0.674,1.423,0.619,0.512,0.425,1.2,1
"1826","1973-10-17",10,0.163,-0.608,-0.297,-0.487,-0.702,92.95,0.299,-0.123,-1.131,-0.513,0.144,252.36,0.552,0.665,0.475,1.301,-1.448,-0.16,0.961,266.83,0.313,1.359,1.586,1.127,0.259,0.247,1.011,1
"1827","1973-10-18",10,0.389,-0.552,-0.251,-0.487,-0.834,92.66,0.752,-0.205,-1.131,-0.291,-0.218,261.81,0.552,0.743,0.658,0.919,-1.174,-0.089,0.07,267.25,0.103,1.82,1.165,0.365,0.058,0.233,8.828,1
"1828","1973-10-19",10,0.463,-0.806,-0.457,-0.487,-0.922,93.49,0.752,-0.614,-0.815,-0.291,-0.425,258.79,0.131,1.074,0.963,0.39,-0.782,-0.022,0.047,268.21,0.163,1.194,0.667,-0.674,0.25,0.491,0.02,1
"1829","1973-10-20",10,0.081,-0.636,-0.32,-0.021,-0.746,83.35,-0.153,-1.187,-0.12,0.004,0.04,216.6,0.131,0.947,0.628,-0.85,0.205,0.126,0.87,277.26,-0.017,0.55,1.105,0.688,0.5,0.486,0,-1
"1830","1973-10-21",10,0.081,-0.298,-0.068,0.445,-0.922,76.71,-0.605,-1.023,0.006,-0.291,0.092,131.8,0.131,0.772,0.505,-0.362,-0.165,-0.385,0.218,253.15,0.433,0.964,0.976,0.988,0.321,0.333,0.009,1
"1831","1973-10-22",10,0.326,-0.1,0.069,0.523,-0.658,76.59,-0.605,-0.941,-0.436,-0.439,-0.425,219.02,0.552,0.411,0.582,0.797,-0.968,-0.839,-0.306,249.69,0.763,0.39,0.529,-0.397,-0.075,0.141,0,-1
"1832","1973-10-23",10,0.455,0.21,0.367,0.445,-1.407,80.18,-0.605,-0.614,-0.815,-0.439,0.299,246.42,0.552,0.246,0.551,0.98,-1.136,-0.752,-0.451,253.03,0.613,-0.762,0.392,-0.351,-0.234,0.021,0,-1
"1833","1973-10-24",10,0.938,0.295,0.413,0.445,-1.186,80.99,-0.153,0.123,-1.194,-0.882,-0.631,238.05,0.973,0.061,1.024,1.382,-1.448,-0.701,-1.735,255.91,0.823,0.78,-1.551,-1.806,-0.665,-0.172,0,-1
"1834","1973-10-25",10,0.979,-0.128,0.092,0.212,-1.186,81.51,-0.153,-0.368,-1.005,-0.217,-0.476,267.77,0.131,0.431,1.192,1.123,-1.319,-0.278,-0.504,263.51,0.373,1.259,0.426,-1.113,-0.312,-0.005,0,-1
"1835","1973-10-26",10,0.411,0.013,0.138,1.222,-1.671,68.51,-1.058,-0.941,-0.499,-0.291,0.144,246.09,0.131,0.441,0.78,0.126,-0.553,-0.104,0.954,265.81,0.313,0.839,0.856,-0.397,0.106,0.304,2.703,1
"1836","1973-10-27",10,0.484,0.182,0.275,1.222,-2.64,70.38,-1.51,-0.696,-0.183,-0.734,-0.735,178.43,0.552,0.207,0.673,0.665,-0.584,-1.472,-1.123,230.82,1.483,1.826,0.005,-0.559,-0.477,-0.124,0.782,1
"1837","1973-10-28",10,0.703,0.013,0.115,1.222,-0.217,68.37,-0.605,-0.123,-1.005,-0.808,-0.425,233.46,0.973,-0.144,0.444,1.204,-1.132,-1.324,-1.829,242.21,1.483,0.236,-1.293,-1.252,-0.591,-0.399,0,-1
"1838","1973-10-29",10,0.448,-0.1,0.115,0.29,0.575,80.49,-0.153,0.204,-1.321,-0.734,-0.425,246.28,0.973,-0.124,0.429,0.889,-1.022,-0.91,-0.417,248.86,1.183,-0.898,0.331,-0.697,-0.28,-0.028,0,-1
"1839","1973-10-30",10,0.251,-0.382,-0.137,0.212,0.311,79.3,-0.153,0.45,-1.321,-1.103,-0.166,234.49,0.973,0.441,0.322,0.99,-1.037,-1.12,-0.259,244.97,1.363,-0.336,0.34,-0.397,-0.106,0.086,0,-1
"1840","1973-10-31",10,0.042,-0.27,-0.045,0.445,-1.054,76.24,-0.605,0.532,-1.258,-1.398,-0.011,223.78,1.394,0.353,-0.029,1.336,-1.026,-1.814,-0.33,233.1,1.902,-0.13,1.113,0.596,0.006,0.029,0,-1
"1841","1974-05-01",5,-0.902,0.013,0.207,-0.331,0.531,90,0.299,0.45,1.27,0.004,0.764,84.74,0.131,-0.3,-0.96,-0.647,0.037,-0.221,1.979,258.99,0.343,1.779,0.581,1.219,0.287,0.072,61.391,2
"1842","1974-05-02",5,-0.309,-0.072,0.138,-0.564,0.928,93.61,0.752,0.614,1.207,-0.956,0.815,115.85,0.973,-0.202,-0.686,0.07,-0.123,-1.186,-0.343,226.58,0.793,1.507,1.113,1.381,-0.387,-0.393,8.762,1
"1843","1974-05-03",5,-0.181,-0.721,-0.412,-0.642,0.619,97.63,0.752,-0.287,0.701,0.078,-0.27,81.19,-0.29,0.109,-0.273,-1.125,0.418,0.345,-0.558,299.36,-0.587,-0.39,0.632,-0.097,-0.216,-0.092,7.72,1
"1844","1974-05-04",5,-0.766,-0.241,0.001,-0.487,0.135,92.63,0.299,0.532,1.27,0.225,-0.218,77.81,-0.29,-0.017,-0.716,-0.875,1.127,0.723,0.124,34.26,-0.797,0.964,0.821,0.319,0.466,0.404,1.562,1
"1845","1974-05-05",5,-0.851,0.069,0.252,-0.176,-0.394,87.9,0.299,0.286,1.081,0.078,-0.425,82.65,0.131,-0.056,-0.747,-1.241,0.578,-0.298,0.285,219.41,0.463,0.857,0.598,0.711,0.272,0.133,15.697,1
"1846","1974-05-06",5,-0.556,-0.185,0.046,-0.176,0.091,88.12,0.299,0.204,1.017,-0.365,0.35,97.73,0.131,0.178,-0.426,-0.687,0.243,-0.665,0.759,225.79,0.673,1.519,0.924,1.404,0.195,0.094,15.762,1
"1847","1974-05-07",5,-0.267,-0.467,-0.183,-0.72,0.091,97.19,0.299,0.368,1.144,-0.365,0.04,97.89,0.131,0.48,-0.044,-1.216,0.7,-0.456,-0.35,203.19,0.163,1.465,0.426,1.289,-0.06,-0.038,14.609,1
"1848","1974-05-08",5,-0.551,-0.608,-0.297,-0.409,-0.482,92.1,0.299,0.941,1.586,0.078,-0.425,84.94,0.131,0.528,-0.304,-1.048,1.298,0.33,-0.77,63.15,-0.287,1.147,-0.322,-0.282,0.313,0.388,0,-1
"1849","1974-05-09",5,-0.259,-0.354,-0.114,0.057,-0.438,83.34,-0.153,-0.123,0.828,-0.291,0.66,98.72,0.552,0.46,-0.151,-0.052,-0.325,-0.665,-0.225,244.19,0.733,0.295,1.045,0.804,-0.067,-0.085,9.143,1
"1850","1974-05-10",5,0.301,-0.439,-0.183,0.212,-1.054,78.98,-0.153,-0.941,0.133,-0.365,0.402,123.51,0.131,0.567,0.46,-0.215,-0.29,-0.329,-0.457,255.51,0.373,-0.23,1.079,-0.397,-0.335,-0.051,0.115,1
"1851","1974-05-11",5,0.612,-0.749,-0.435,0.212,-0.702,74.36,-0.153,-0.778,0.196,0.299,-0.58,45.38,-0.29,0.918,1.177,-0.403,-0.176,0.264,-0.031,279.45,-0.257,0.585,1.019,-0.097,-0.059,0.08,0.149,1
"1852","1974-05-12",5,0.684,-1.314,-0.87,-0.254,0.091,83.11,0.299,-1.023,-0.247,0.152,-0.425,157.46,-0.29,1.161,1.467,-0.438,-0.05,0.652,0.154,297.39,-0.617,0.632,0.942,0.55,0.4,0.356,11.5,1
"1853","1974-05-13",5,0.24,-1.37,-0.938,-0.487,-0.35,126.74,0.299,-0.941,-0.183,0.152,-1.303,165.01,-0.29,0.801,0.887,-0.85,0.43,0.738,-0.316,327.87,-0.767,0.514,0.572,0.827,0.377,0.364,1.455,1
"1854","1974-05-14",5,0.034,-1.201,-0.801,-0.021,-0.658,66.84,-0.153,-0.696,-0.12,0.521,-0.528,187.74,-0.29,0.694,0.612,-1.043,0.479,0.58,-0.084,319.44,-0.557,0.278,-0.356,1.012,0.542,0.392,5.361,1
"1855","1974-05-15",5,0.097,-0.975,-0.618,0.057,-1.098,73.65,-0.153,-0.614,-0.436,0.521,-0.528,335.1,-0.29,0.616,0.704,-0.575,0.018,0.427,0.638,290.2,-0.227,0.408,-0.459,0.919,0.444,0.422,29.587,1
"1856","1974-05-16",5,-0.06,-1.116,-0.732,-0.021,-0.305,71.43,0.299,-0.614,-0.31,0.521,-0.218,169.42,-0.711,0.616,0.521,-0.855,0.35,0.631,0.837,306.82,-0.677,1.365,-1.061,0.527,0.569,0.519,0.833,1
"1857","1974-05-17",5,-0.272,-1.088,-0.686,-0.176,-0.482,83.97,0.299,-0.778,-0.247,0.447,-1.097,170.12,-0.711,0.558,0.337,-0.743,1.047,0.958,0.017,20.58,-1.007,1.094,-1.061,0.85,0.686,0.528,1.445,1
"1858","1974-05-18",5,-0.45,-1.342,-0.938,-0.021,-0.922,56,0.299,-0.45,-0.373,0.594,-0.89,173.69,-0.711,0.558,0.017,-0.753,1.009,0.958,-0.424,196.6,-1.157,0.804,-1.284,0.804,0.688,0.54,7.258,1
"1859","1974-05-19",5,-0.338,-1.37,-1.099,-0.021,-0.217,325.37,-0.153,-0.614,-0.31,0.521,-0.27,165.77,-0.711,0.616,0.032,-0.758,0.868,0.973,-0.609,185.35,-1.157,0.248,-1.629,0.55,0.508,0.523,6.267,1
"1860","1974-05-20",5,-0.237,-1.314,-1.03,-0.875,-0.305,180,0.752,-1.105,-0.12,0.152,-0.787,185.81,-0.29,0.898,0.307,-0.972,0.955,0.749,-0.767,195.5,-0.827,0.095,-1.585,-0.351,0.516,0.561,0,-1
