12799 	 PROCESS-10	02-6-2017 05:11:40	0.0	0.3
12799 	 PROCESS-10	02-6-2017 05:11:40	0.0	0.3
12799 	 PROCESS-10	02-6-2017 05:11:40	0.0	0.4
12799 	 PROCESS-10	02-6-2017 05:11:40	0.0	0.4
12799 	 PROCESS-10	02-6-2017 05:11:40	0.0	0.4
12799 	 PROCESS-10	02-6-2017 05:11:40	0.0	0.6
12799 	 PROCESS-10	02-6-2017 05:11:40	0.0	0.6
12799 	 PROCESS-10	02-6-2017 05:11:40	0.0	0.6
12799 	 PROCESS-10	02-6-2017 05:11:40	0.0	0.6
12799 	 PROCESS-10	02-6-2017 05:11:40	0.0	0.6
12799 	 PROCESS-10	02-6-2017 05:11:40	0.0	0.6
12799 	 PROCESS-10	02-6-2017 05:11:40	0.0	0.7
12799 	 PROCESS-10	02-6-2017 05:11:40	0.0	0.7
12799 	 PROCESS-10	02-6-2017 05:11:40	0.0	0.7
12799 	 PROCESS-10	02-6-2017 05:11:40	0.0	0.7
12799 	 PROCESS-10	02-6-2017 05:11:41	0.0	0.7
12799 	 PROCESS-10	02-6-2017 05:11:41	0.0	0.7
12799 	 PROCESS-10	02-6-2017 05:11:41	0.0	0.7
12799 	 PROCESS-10	02-6-2017 05:11:41	0.0	0.7
12799 	 PROCESS-10	02-6-2017 05:11:41	0.0	0.7
12799 	 PROCESS-10	02-6-2017 05:11:41	0.0	0.7
12799 	 PROCESS-10	02-6-2017 05:11:41	0.0	0.7
12799 	 PROCESS-10	02-6-2017 05:11:41	0.0	0.7
12799 	 PROCESS-10	02-6-2017 05:11:41	0.0	0.7
12799 	 PROCESS-10	02-6-2017 05:11:41	0.0	0.7
12799 	 PROCESS-10	02-6-2017 05:11:41	0.0	0.7
12799 	 PROCESS-10	02-6-2017 05:11:41	0.0	0.7
12799 	 PROCESS-10	02-6-2017 05:11:41	0.0	0.8
12799 	 PROCESS-10	02-6-2017 05:11:41	0.0	0.8
12799 	 PROCESS-10	02-6-2017 05:11:41	0.0	0.8
12799 	 PROCESS-10	02-6-2017 05:11:41	0.0	0.8
12799 	 PROCESS-10	02-6-2017 05:11:41	0.0	0.8
12799 	 PROCESS-10	02-6-2017 05:11:41	0.0	0.8
12799 	 PROCESS-10	02-6-2017 05:11:41	0.0	0.8
12799 	 PROCESS-10	02-6-2017 05:11:41	0.0	0.8
12799 	 PROCESS-10	02-6-2017 05:11:41	0.0	0.8
12799 	 PROCESS-10	02-6-2017 05:11:41	0.0	0.8
12799 	 PROCESS-10	02-6-2017 05:11:41	0.0	0.8
12799 	 PROCESS-10	02-6-2017 05:11:41	0.0	0.8
12799 	 PROCESS-10	02-6-2017 05:11:41	0.0	0.8
12799 	 PROCESS-10	02-6-2017 05:11:41	0.0	0.8
12799 	 PROCESS-10	02-6-2017 05:11:41	0.0	0.8
12799 	 PROCESS-10	02-6-2017 05:11:41	0.0	0.8
